Success_Rate,Key_Pickup_Rate,Door_Open_Rate,Mean_Reward,Mean_Steps,epoch
1.0,1.0,1.0,11.282586927083335,69.96666666666667,0
1.0,1.0,1.0,11.488761875,90.26666666666667,1
1.0,1.0,1.0,11.691905572916665,97.1,2
