Extrinsic_Reward,Intrinsic_Reward,Total_Reward,Episode_Length,Policy_Loss,Value_Loss,RND_Loss,Entropy,epoch
0.28409259259259256,1.4969287026480453,1.7810212952406377,74.47272727272727,-0.04048962811939418,0.12969585806131362,0.15566604621708394,1.9411584436893463,0
0.15360869565217392,0.3921479260718138,0.5457566217239878,87.14893617021276,-0.04020297308452427,0.0332420835737139,0.10514646098017692,1.9410354971885682,1
0.1864375,0.2558174495211143,0.4422549495211143,83.59183673469387,-0.039684417517855765,0.014717984572052955,0.08508658409118652,1.939340627193451,2
0.31139999999999995,0.22520042309425928,0.5366004230942593,73.14285714285714,-0.04323582574725151,0.021821089461445807,0.0820563293993473,1.9278061091899872,3
0.31786206896551716,0.22439715034202476,0.542259219307542,69.42372881355932,-0.044792346004396674,0.025674328953027726,0.08119594939053058,1.9054087817668914,4
0.3149473684210526,0.24445348177425072,0.5594008501953034,70.62068965517241,-0.04045560928061605,0.024112302530556916,0.08138696886599064,1.8899790406227113,5
0.4911200000000001,0.19703757923491888,0.688157579234919,53.89473684210526,-0.04407513914629817,0.03458230905234814,0.08118938952684403,1.8874723613262177,6
0.5488705882352942,0.18269510225328883,0.7315656904885831,47.627906976744185,-0.04775643441826105,0.03728315904736519,0.08070965819060802,1.875275182723999,7
0.6316862745098036,0.16034672291723853,0.7920329974270421,39.76699029126213,-0.05151235051453114,0.04470751825720072,0.08093660026788711,1.839385735988617,8
0.7382746478873233,0.11659069170152402,0.8548653395888474,28.643356643356643,-0.05433428268879652,0.03345088567584753,0.0808110024780035,1.7528935313224792,9
0.8133316582914564,0.08267236001995584,0.8960040183114122,20.48,-0.039001025911420587,0.036022444255650043,0.08031467460095883,1.6660228848457337,10
0.8659818181818189,0.059883249726485316,0.9258650679083041,14.840579710144928,-0.03346393178217113,0.012914054282009601,0.08040302097797394,1.546389389038086,11
0.8863888888888908,0.050562590111139664,0.9369514790000304,12.603076923076923,-0.030993992794537916,0.010826717549934983,0.07998127974569798,1.44897118806839,12
0.899647540983608,0.04469992851411025,0.9443474694977182,11.160762942779291,-0.02895419206470251,0.009254831774160265,0.0798777300864458,1.3669976592063904,13
0.9160478359908902,0.03707847385020286,0.953126309841093,9.309090909090909,-0.0267345710657537,0.0043650180334225295,0.07947851642966271,1.3598420917987823,14
0.9009272237196783,0.04371844517554128,0.9446456688952195,11.010752688172044,-0.026592802815139295,0.0056601830292493105,0.07919252291321754,1.3672655045986175,15
0.9100880195599044,0.03957635918427253,0.949664378744177,9.990243902439024,-0.024968192563392222,0.0050031037768349055,0.0790391605347395,1.3257093608379364,16
0.914541860465118,0.03775039827711048,0.9522922587422284,9.503480278422273,-0.022912247921340168,0.004721934767439961,0.0792564533650875,1.3045298516750337,17
0.9065050761421333,0.04077857739675006,0.9472836535388833,10.369620253164557,-0.025022297445684672,0.005865842872299254,0.07844626531004906,1.2892966210842132,18
0.9157254004576688,0.036926193558770505,0.9526515940164394,9.351598173515981,-0.024083717539906502,0.003635255410335958,0.07879281379282474,1.3052551805973054,19
0.9096461916461944,0.039513582150917194,0.9491597737971116,10.03921568627451,-0.025042256817687302,0.005220567830838263,0.07852182984352112,1.295846438407898,20
0.9190593406593436,0.035532017438620944,0.9545913580979645,8.982456140350877,-0.02402238545473665,0.004039955884218216,0.07893727831542492,1.2604768097400665,21
0.9178147321428595,0.03643154803181265,0.9542462801746722,9.122494432071269,-0.025061571854166687,0.0036228131502866745,0.07968771085143089,1.2910087168216706,22
0.914573085846871,0.03770506916148488,0.9522781550083559,9.481481481481481,-0.024769428931176663,0.003988256992306561,0.07934658005833625,1.3097548961639405,23
0.910547445255476,0.039658481126919054,0.950205926382395,9.941747572815533,-0.026003710553050043,0.0044995632488280535,0.07959121130406857,1.288707423210144,24
0.9157048054919928,0.037317650041007566,0.9530224555330005,9.351598173515981,-0.024542276794090868,0.003800073801539838,0.07962184026837349,1.2791366398334503,25
0.9157871853546926,0.037256114853619154,0.9530433002083117,9.351598173515981,-0.025201753131113946,0.00415230980142951,0.0794969618320465,1.2585943460464477,26
0.9117266187050391,0.039160382361721466,0.9508870010667605,9.799043062200957,-0.02518523847684264,0.003862609469797462,0.07972969897091389,1.2882593750953675,27
