Success_Rate,Key_Pickup_Rate,Door_Open_Rate,Mean_Reward,Mean_Steps,epoch
1.0,1.0,1.0,11.142788333333332,42.2,0
1.0,1.0,1.0,11.108637708333333,30.633333333333333,1
1.0,1.0,1.0,11.125664166666667,38.4,2
