Env_Reward,LLM_Reward,Total_Reward,Episode_Length,Policy_Loss,Value_Loss,Entropy,epoch
0.0,0.0,0.0,630.1538461538462,-0.040096085402183235,0.0002600317491669557,1.940128442645073,0
0.0,0.0,0.0,630.1538461538462,-0.042505869548767804,6.212144598976011e-05,1.9377464711666108,1
0.0,0.0,0.0,630.1538461538462,-0.043935935664922,3.377436391929223e-05,1.9341887831687927,2
0.0,0.0,0.0,630.1538461538462,-0.042594182677567004,2.532663584133843e-05,1.92898171544075,3
0.0,0.0,0.0,630.1538461538462,-0.043510718876495956,2.1088491166665335e-05,1.9249625265598298,4
0.008389423076923077,0.0,0.008389423076923077,630.1538461538462,-0.043927534064278004,9.053250923898303e-05,1.9298008680343628,5
0.0,0.0,0.0,630.1538461538462,-0.045717117143794894,1.8596344625620985e-05,1.9300586104393005,6
0.006117788461538461,0.0,0.006117788461538461,630.1538461538462,-0.04474495216272771,5.2178311852912886e-05,1.927190786600113,7
0.0,0.0,0.0,630.1538461538462,-0.0473257667850703,1.6392997986258705e-05,1.9240139693021774,8
0.0,0.0,0.0,630.1538461538462,-0.04754618061706424,1.448477867143083e-05,1.9169446796178817,9
0.0,0.0,0.0,630.1538461538462,-0.04833584304433316,1.2989736364943383e-05,1.9126518100500107,10
0.0,0.0,0.0,630.1538461538462,-0.04861850901506841,1.2382457157400495e-05,1.9131112545728683,11
0.011796875000000002,0.0,0.011796875000000002,630.1538461538462,-0.04518131604418159,0.0001507306944404263,1.9079878747463226,12
0.0,0.0,0.0,630.1538461538462,-0.04900418783072382,1.1875350128320861e-05,1.9047384709119797,13
0.0,0.0,0.0,630.1538461538462,-0.049400853470433506,9.638246774557047e-06,1.9022765815258027,14
0.02396412037037037,0.0,0.02396412037037037,606.8148148148148,-0.044121700013056396,0.0006013165046169888,1.90173681974411,15
0.02297453703703704,0.0,0.02297453703703704,606.8148148148148,-0.04586984780617058,0.0004676588694564998,1.9089235424995423,16
0.029965277777777778,0.0,0.029965277777777778,606.8148148148148,-0.04858998036943376,0.0002965715681057191,1.9011465400457381,17
0.0,0.0,0.0,630.1538461538462,-0.048869686713442204,1.9150891648678226e-05,1.8977327644824982,18
0.0,0.0,0.0,630.1538461538462,-0.04851741553284228,9.362794912703976e-06,1.8939634680747985,19
0.0,0.0,0.0,630.1538461538462,-0.04922319166362286,7.98455845369972e-06,1.8827861189842223,20
0.04137152777777778,0.0,0.04137152777777778,606.8148148148148,-0.04485015388345346,0.0005734248472435866,1.8886760741472244,21
0.04115740740740741,0.0,0.04115740740740741,606.8148148148148,-0.044925749348476526,0.0007636658439878375,1.8875103503465653,22
0.01828703703703704,0.0,0.01828703703703704,606.8148148148148,-0.04486881997436285,0.00033534493668412323,1.895024272799492,23
0.0,0.0,0.0,630.1538461538462,-0.048713336256332694,1.2130148843425558e-05,1.893831703066826,24
0.035792824074074074,0.0,0.035792824074074074,606.8148148148148,-0.04574271226301789,0.0006622228436754085,1.891606941819191,25
0.10103448275862072,0.0,0.10103448275862072,564.9655172413793,-0.04657278703525662,0.002167809975799173,1.895170083642006,26
0.06747209821428571,0.0,0.06747209821428571,585.1428571428571,-0.04933633310720324,0.0012201702338643372,1.8927013874053955,27
0.12166487068965515,0.0,0.12166487068965515,564.9655172413793,-0.04721669508144259,0.001964023252367042,1.884015303850174,28
0.17025201612903224,0.0,0.17025201612903224,528.516129032258,-0.04577812668867409,0.002921251440420747,1.8813078939914702,29
