Env_Reward,LLM_Reward,Total_Reward,Episode_Length,Policy_Loss,Value_Loss,Entropy,epoch
0.008557128906249996,0.0,0.008557128906249996,963.7647058823529,-0.021742376023903488,0.0013659306900808588,1.9380593585968018,0
0.011962890625,0.0,0.011962890625,963.7647058823529,-0.02482100360095501,0.00033200646692421287,1.9370313692092895,1
0.0,0.0,0.0,1024.0,-0.03853652682155371,0.00010888219476328232,1.9309723407030106,2
0.0161376953125,0.0,0.0161376953125,963.7647058823529,-0.04799290323338937,0.00023618651626748034,1.9313224649429321,3
0.010205078124999996,0.0,0.010205078124999996,963.7647058823529,-0.007999477261564606,0.00013223801564890892,1.9353728914260864,4
0.0,0.0,0.0,1024.0,-0.03996757678687572,4.931440298605594e-05,1.9362774223089219,5
0.010534667968750001,0.0,0.010534667968750001,963.7647058823529,-0.02428062593564391,0.00010756311276054476,1.9377571725845337,6
0.09203239889705882,0.0,0.09203239889705882,910.2222222222222,-0.0023508338467217982,0.0018962306523462758,1.9370288848876953,7
0.0,0.0,0.0,1024.0,-0.03918120783346239,4.0551825077272954e-05,1.9375929087400436,8
0.012622070312499997,0.0,0.012622070312499997,963.7647058823529,-0.02630582796409726,0.00013047495394857833,1.9380169582366944,9
0.054412841796875,0.0,0.054412841796875,963.7647058823529,-0.008748022802174092,0.0012411215286556399,1.9372444367408752,10
0.13826497395833334,0.0,0.13826497395833334,862.3157894736842,-0.06714613951742648,0.0036862183126504535,1.93027503490448,11
0.09757582720588234,0.0,0.09757582720588234,910.2222222222222,-0.013497273037210107,0.0024678494784166104,1.932778809070587,12
0.06196899414062499,0.0,0.06196899414062499,963.7647058823529,-0.012589565533126006,0.0006994926426705206,1.9335511636734009,13
0.008776855468749997,0.0,0.008776855468749997,963.7647058823529,-0.017143389084376393,7.527475845563459e-05,1.9322731828689574,14
0.021179199218749993,0.0,0.021179199218749993,963.7647058823529,-0.010907558323815465,0.00015724133465482736,1.9347026228904725,15
0.10603170955882352,0.0,0.10603170955882352,910.2222222222222,-0.0465852060506586,0.0018842607135229627,1.9318408179283142,16
0.08774126838235295,0.0,0.08774126838235295,910.2222222222222,-0.14228164876811206,0.003748377032607095,1.9297827506065368,17
0.11626838235294118,0.0,0.11626838235294118,910.2222222222222,-0.12921548687299947,0.0033572233471204525,1.926282706260681,18
0.041119384765625,0.0,0.041119384765625,963.7647058823529,-0.013637842762982473,0.0005854779894070816,1.923138964176178,19
0.04512939453124999,0.0,0.04512939453124999,963.7647058823529,-0.008240230403462192,0.00070217171083641,1.9225736665725708,20
0.052807617187499996,0.0,0.052807617187499996,963.7647058823529,-0.029193831190132188,0.000643052482555504,1.9219848346710204,21
0.05758666992187499,0.0,0.05758666992187499,963.7647058823529,-0.036284634238108994,0.0008214148409388145,1.925317189693451,22
0.02459716796875,0.0,0.02459716796875,963.7647058823529,-0.044238743651658294,0.00040750251624558585,1.9223345708847046,23
0.11646369485294115,0.0,0.11646369485294115,910.2222222222222,-0.01832149323541671,0.0017914879728414235,1.9226227521896362,24
0.041119384765625,0.0,0.041119384765625,963.7647058823529,-0.012330317255109548,0.000696544200200151,1.9252955031394958,25
0.0487548828125,0.0,0.0487548828125,963.7647058823529,-0.010461446670233273,0.0007519959190540248,1.9215354204177857,26
0.14729817708333334,0.0,0.14729817708333334,862.3157894736842,-0.10935614811256528,0.005876723936235066,1.9109681558609009,27
0.1973581414473684,0.0,0.1973581414473684,819.2,-0.10155853285919875,0.009430319012026303,1.9099410581588745,28
0.24601074218749996,0.0,0.24601074218749996,780.1904761904761,-0.015837806204799562,0.005212428304948844,1.904621765613556,29
0.20404502467105262,0.0,0.20404502467105262,819.2,-0.017617218918167053,0.004736617311718874,1.909785611629486,30
0.4451697716346154,0.0,0.4451697716346154,606.8148148148148,-0.028466702583245934,0.014039211701601743,1.9004330897331239,31
0.5959581163194443,0.0,0.5959581163194443,442.81081081081084,-0.015510450248839333,0.024352141330018638,1.8903139162063598,32
0.6843359375,0.0,0.6843359375,356.17391304347825,-0.039177051410079,0.03242945853620768,1.8703079843521118,33
0.743626185825893,0.0,0.743626185825893,287.43859649122805,-0.03496303354855627,0.03602339655160904,1.8581130051612853,34
0.8033081054687499,0.0,0.8033081054687499,224.43835616438355,-0.04271600131411105,0.04038323257118463,1.8405307912826538,35
0.8181109078322789,0.0,0.8181109078322789,204.8,-0.031190383686916904,0.04311824902892113,1.812749710083008,36
0.8545543323863638,0.0,0.8545543323863638,163.84,-0.03989747477695346,0.03783872686326504,1.788424437046051,37
0.8814856663223141,0.0,0.8814856663223141,134.29508196721312,-0.030840042009949685,0.03669151537120342,1.7377531933784485,38
0.9015143407534248,0.0,0.9015143407534248,111.45578231292517,-0.03136712160892784,0.03056437037885189,1.6890012431144714,39
0.9119637893021469,0.0,0.9119637893021469,99.90243902439025,-0.030000073516275733,0.025798110514879225,1.6627851057052612,40
0.9203271484374991,0.0,0.9203271484374991,90.51933701657458,-0.031016466757282615,0.02221160288900137,1.6227243518829346,41
0.9283251953125001,0.0,0.9283251953125001,81.51243781094527,-0.032549803301226345,0.0186868404597044,1.5647206974029542,42
0.9368498149671057,0.0,0.9368498149671057,71.54585152838428,-0.031117348185398443,0.011358943786472082,1.5188199281692505,43
0.9431326729910714,0.0,0.9431326729910714,64.7588932806324,-0.02835676512098871,0.012052947245538235,1.4347487378120423,44
0.9456968602594336,0.0,0.9456968602594336,61.59398496240601,-0.028614077398087828,0.009812421342357993,1.4017247033119202,45
0.9501342773437498,0.0,0.9501342773437498,56.69204152249135,-0.026737499778391793,0.008786223782226443,1.3341918659210206,46
0.9543108258928568,0.0,0.9543108258928568,51.848101265822784,-0.027511628003655156,0.006284495963094135,1.2683167894681295,47
0.9572501046316966,0.0,0.9572501046316966,48.61721068249258,-0.021955768168360614,0.005378788007268061,1.2492273886998495,48
